sample,session,goal,cycle_residual,global_distance,goal_core_distance,goal_core_margin,execution_goal_core_distance,execution_goal_core_margin,endpoint_correct,decoded_reencoded_correct,decoded_action_mse,continuity,cycle4_residual,cycle4_global_distance,cycle4_goal_core_margin,cycle4_execution_goal_core_margin
107,25,lift_blue_block_slider,3.2612874507904053,3.558643341064453,4.0680012702941895,-0.3288896083831787,2.9868006706237793,-1.0900905132293701,0,0,0.04137122258543968,0.7507677674293518,0.22508776187896729,2.7368600368499756,-1.641479730606079,-1.0745227336883545
108,25,place_in_slider,2.85258412361145,3.2443432807922363,5.354837894439697,-1.86301589012146,3.480894088745117,-1.098376750946045,0,0,0.04087013378739357,0.8291717767715454,0.1103677898645401,2.2507715225219727,-2.7138428688049316,-1.3764443397521973
109,25,turn_on_lightbulb,2.476590156555176,3.257085084915161,3.6756420135498047,-0.19666337966918945,2.1863532066345215,-0.7269004583358765,0,0,0.013328660279512405,0.5211573839187622,0.12976524233818054,2.1314663887023926,-0.25020909309387207,-0.5843797922134399
110,25,turn_off_lightbulb,1.9613242149353027,2.7477710247039795,2.8170645236968994,1.6563079357147217,1.8733587265014648,0.6790294647216797,1,1,0.009574372321367264,0.5961836576461792,0.3741673231124878,2.870957374572754,1.3379645347595215,0.8138082027435303
111,25,lift_red_block_table,3.6502561569213867,4.012007713317871,4.501287937164307,0.04379892349243164,2.936866283416748,-0.48947834968566895,1,0,0.022972261533141136,0.6076211333274841,0.2520034909248352,2.69867205619812,-1.0573489665985107,-0.493074893951416
112,25,turn_on_lightbulb,1.8085907697677612,2.043701171875,2.043701171875,0.7185289859771729,1.5700421333312988,0.18528854846954346,1,1,0.01977505348622799,0.5864256024360657,0.11741190403699875,1.9074630737304688,0.3198561668395996,0.40835607051849365
113,25,lift_blue_block_slider,3.3574764728546143,3.425940752029419,3.6113903522491455,-0.025457382202148438,2.6876914501190186,-0.8061755895614624,0,1,0.04695100709795952,0.5869742631912231,0.23896673321723938,3.0932559967041016,0.12695884704589844,0.15900278091430664
114,25,turn_off_lightbulb,1.5477426052093506,2.5811784267425537,2.6223902702331543,0.7945652008056641,1.8652490377426147,0.12598538398742676,1,1,0.02803051471710205,0.29812923073768616,0.1910839080810547,2.4726390838623047,0.5011608600616455,0.2739131450653076
115,25,lift_blue_block_slider,4.3456711769104,3.5915794372558594,3.853530168533325,-0.11028027534484863,2.921172618865967,-0.687492847442627,0,0,0.04844282940030098,0.970024049282074,0.28911593556404114,3.2093539237976074,-0.26282453536987305,-0.07339882850646973
116,25,place_in_slider,4.3715996742248535,3.784620761871338,4.8871846199035645,-0.905733585357666,2.845093250274658,-0.12385940551757812,0,0,0.07727216929197311,0.5605041980743408,0.36407941579818726,3.2038707733154297,-3.722646951675415,-3.2184391021728516
117,25,turn_on_lightbulb,3.4310810565948486,4.580636024475098,5.164202690124512,-0.41843414306640625,3.21039080619812,-0.7200145721435547,0,0,0.02629837580025196,0.5571230053901672,0.8454449772834778,4.487215042114258,-0.9355325698852539,-0.3603696823120117
118,25,turn_off_lightbulb,2.7157764434814453,2.756373643875122,2.772830009460449,0.27493906021118164,2.0552566051483154,0.20811200141906738,1,0,0.01321785245090723,0.8670278191566467,0.4329466223716736,2.361558198928833,-0.036660194396972656,0.2989569902420044
119,25,lift_red_block_table,3.703486204147339,3.4209771156311035,3.8302783966064453,-0.21870946884155273,2.58145809173584,-1.0503733158111572,0,0,0.029446663334965706,0.4662608802318573,0.13119067251682281,1.5199679136276245,-2.077685594558716,-1.163735270500183
120,25,lift_blue_block_slider,3.4684078693389893,3.168911933898926,3.3004860877990723,0.2966279983520508,2.4039578437805176,-0.9827848672866821,1,0,0.027171077206730843,0.31145429611206055,0.08939927816390991,1.6328842639923096,-1.6429228782653809,-1.0298079252243042
121,25,turn_on_lightbulb,2.5871524810791016,3.157865285873413,3.460149049758911,-0.26773524284362793,2.6911065578460693,-0.6465935707092285,0,0,0.02833985723555088,0.15524573624134064,0.12422481179237366,1.7154308557510376,-0.7569484710693359,-0.8394225835800171
122,29,turn_off_lightbulb,1.5866734981536865,2.706904888153076,2.817436933517456,1.7153236865997314,1.8373830318450928,0.8752667903900146,1,1,0.015175965614616871,0.5017140507698059,0.3206631541252136,2.4611496925354004,1.9528148174285889,1.1213287115097046
123,29,place_in_slider,3.299381971359253,3.476889133453369,4.362279415130615,-0.45209693908691406,3.1258187294006348,-1.016615629196167,0,0,0.09145145863294601,0.36616250872612,0.2256549596786499,2.6733827590942383,-2.294208288192749,-1.2453677654266357
124,29,turn_on_lightbulb,2.8592710494995117,2.637911081314087,2.6587488651275635,0.37897658348083496,1.7553536891937256,0.2487773895263672,1,0,0.007785389199852943,0.3822241425514221,0.13566313683986664,1.8159921169281006,-0.2116563320159912,-0.051079392433166504
125,29,lift_red_block_table,3.5468060970306396,3.1840553283691406,3.98332142829895,-0.7530770301818848,3.0340256690979004,-1.2706730365753174,0,0,0.047189563512802124,0.2696475684642792,0.13452528417110443,1.9214551448822021,-2.111722946166992,-1.4874279499053955
126,29,place_in_slider,3.336872100830078,3.2960758209228516,5.55755090713501,-2.0551178455352783,3.754904270172119,-1.0969629287719727,0,0,0.0496218316257,0.7057554125785828,0.17481105029582977,2.7613964080810547,-3.502662420272827,-2.2873334884643555
127,29,lift_blue_block_slider,2.7922544479370117,2.882800579071045,3.00533390045166,0.2209634780883789,2.5064308643341064,0.08560013771057129,1,1,0.0432480163872242,0.19197988510131836,0.29478058218955994,2.6452112197875977,0.3609764575958252,0.1723322868347168
128,29,place_in_slider,3.0174636840820312,3.1218714714050293,5.587811470031738,-2.3492929935455322,3.7636711597442627,-1.3065788745880127,0,0,0.043309297412633896,0.5455846190452576,0.2907281816005707,2.5537211894989014,-2.895437479019165,-1.6766765117645264
129,29,push_pink_block_right,2.835362434387207,3.13885235786438,3.985551118850708,-0.6039333343505859,2.6430583000183105,-0.3530302047729492,0,0,0.04542167857289314,0.21252751350402832,0.18375977873802185,2.1497042179107666,-1.1694607734680176,-0.9311585426330566
130,29,place_in_slider,2.492556095123291,3.878361225128174,5.7163238525390625,-0.8748464584350586,3.912586212158203,-1.4436025619506836,0,0,0.06956005096435547,0.36838337779045105,0.29808369278907776,3.2671494483947754,-1.6851301193237305,-1.4978938102722168
131,29,lift_red_block_table,1.8816752433776855,3.524383068084717,3.791403293609619,-0.11694717407226562,2.478593587875366,-0.20157432556152344,0,1,0.08465606719255447,0.8850491642951965,0.30385997891426086,2.8118274211883545,-0.3478882312774658,-0.062896728515625
132,29,lift_blue_block_slider,4.613367080688477,3.3334126472473145,3.4605164527893066,0.22162890434265137,2.9341208934783936,-0.026213407516479492,1,1,0.028070596978068352,0.5840033292770386,0.22871306538581848,2.880833387374878,0.3026926517486572,0.1936781406402588
133,29,turn_on_lightbulb,3.304070472717285,3.3386363983154297,4.0992584228515625,-0.6170306205749512,2.293919086456299,-0.5209810733795166,0,0,0.10447859764099121,0.6372299194335938,0.16699613630771637,2.3420462608337402,-0.4351687431335449,-0.659110426902771
134,29,push_pink_block_right,1.26264226436615,2.840885877609253,3.262592315673828,0.09450793266296387,1.8185955286026,0.07891476154327393,1,1,0.022840386256575584,0.7840291857719421,0.15602995455265045,2.685138463973999,0.15343761444091797,0.17788481712341309
135,29,lift_blue_block_slider,2.6390271186828613,3.1259055137634277,3.1491825580596924,0.4569830894470215,2.4263522624969482,-0.25216197967529297,1,0,0.012621170841157436,0.7052739262580872,0.3420599699020386,2.5548691749572754,-0.47347211837768555,0.02527463436126709
136,29,turn_off_lightbulb,2.7040345668792725,3.073025941848755,3.766559600830078,-0.684424877166748,3.229158878326416,-1.1287450790405273,0,0,0.03728780522942543,0.6144168972969055,0.2737961411476135,2.277259111404419,-1.2620608806610107,-1.1285526752471924
137,29,lift_red_block_table,3.568601369857788,3.3208725452423096,3.7562904357910156,-0.39462709426879883,2.1753697395324707,-0.2296077013015747,0,1,0.0292206984013319,0.8694586157798767,0.22182735800743103,2.5956287384033203,0.11435985565185547,-0.2740037441253662
138,29,turn_on_lightbulb,3.378147602081299,2.9312424659729004,2.9430105686187744,0.23227643966674805,2.381772518157959,-0.15793132781982422,1,1,0.019428707659244537,0.6137446761131287,0.21383120119571686,2.5057709217071533,0.06618213653564453,0.033197879791259766
