sample,session,goal,horizon,mean_source_distance,mean_neighbor_displacement_cosine,D2_cosine
34,3,place_in_slider,1,4.202823162078857,0.707008957862854,0.9081240296363831
35,10,place_in_slider,1,3.4785008430480957,0.7518512010574341,0.9227775931358337
36,10,turn_off_lightbulb,1,3.9125514030456543,0.43927136063575745,0.8915590047836304
37,10,lift_blue_block_slider,1,5.204770088195801,0.08487247675657272,0.3086194097995758
38,10,place_in_slider,1,3.6211555004119873,0.656909704208374,0.876584529876709
39,10,lift_red_block_table,1,5.681212425231934,0.07150495797395706,0.28188103437423706
40,10,push_pink_block_right,1,4.098728656768799,0.12206260859966278,0.23462489247322083
41,10,lift_red_block_table,1,4.3352742195129395,0.319122850894928,0.7939990758895874
42,10,place_in_slider,1,3.6480000019073486,0.7643682360649109,0.938571572303772
43,10,turn_off_lightbulb,1,3.7095608711242676,0.1370489001274109,0.30867061018943787
44,10,push_pink_block_right,1,4.2984795570373535,-0.07756249606609344,-0.15543146431446075
45,10,turn_off_lightbulb,1,4.091378211975098,0.2454552948474884,0.5258039236068726
46,10,turn_on_lightbulb,1,6.786690711975098,0.1744874119758606,0.3794390559196472
47,10,lift_red_block_table,1,4.986090660095215,0.24008309841156006,0.5730991959571838
48,10,turn_off_lightbulb,1,7.134694576263428,0.14307664334774017,0.21251913905143738
49,10,turn_on_lightbulb,1,2.9954941272735596,0.4952189028263092,0.782684862613678
50,10,push_pink_block_right,1,4.332320213317871,-0.02325471118092537,-0.059186648577451706
51,10,turn_on_lightbulb,1,2.9750161170959473,0.4500478208065033,0.8169940710067749
52,10,lift_blue_block_slider,1,3.4847843647003174,0.402209997177124,0.8891158103942871
53,10,turn_off_lightbulb,1,6.375470161437988,0.25296565890312195,0.6729888916015625
54,10,turn_on_lightbulb,1,3.0995185375213623,0.5403228998184204,0.8643819689750671
