sample,session,goal,horizon,HorizonCoreGain,D2_full_cosine,D2_execution_cosine,D2_full_mse,goal_mean_full_mse,D2_execution_mse,goal_mean_execution_mse
26,3,turn_on_lightbulb,1,-1.201436996459961,0.25424501299858093,0.791691243648529,1.8847895860671997,1.176858901977539,1.08107328414917,1.438415288925171
27,3,place_in_slider,1,-0.44762349128723145,0.8810727596282959,0.9201303720474243,0.41716405749320984,1.3811613321304321,0.5235981941223145,2.1869540214538574
28,3,turn_off_lightbulb,1,-0.5835747718811035,0.6211227774620056,0.5811721682548523,1.352102518081665,1.9661526679992676,1.8188084363937378,2.6146280765533447
29,3,turn_on_lightbulb,1,-1.021733045578003,0.6496770977973938,0.5229447484016418,1.1594085693359375,2.2973670959472656,0.7184985280036926,1.213492512702942
30,3,place_in_slider,1,-0.36055660247802734,0.7573875784873962,0.8297205567359924,0.7527785301208496,1.3683557510375977,0.9843062162399292,2.0816268920898438
31,3,turn_off_lightbulb,1,-0.5868310928344727,0.5128078460693359,0.6946535706520081,2.902801275253296,3.5587263107299805,4.163084983825684,5.971060752868652
32,3,place_in_slider,1,-0.14660310745239258,0.8506013751029968,0.880222737789154,0.8133028745651245,1.4139528274536133,0.7861855030059814,1.622915267944336
33,3,push_pink_block_right,1,-0.21073579788208008,0.6444684863090515,0.7075797915458679,2.085035800933838,2.8302955627441406,3.074155569076538,4.528826713562012
34,3,place_in_slider,1,-0.27007627487182617,0.9081240296363831,0.9536314606666565,0.3929106593132019,1.0841186046600342,0.37446796894073486,1.6364516019821167
35,10,place_in_slider,1,-0.2892923355102539,0.9227775931358337,0.9415037035942078,0.4118030071258545,1.2927706241607666,0.43566083908081055,2.05063796043396
36,10,turn_off_lightbulb,1,-0.5883190631866455,0.8915590047836304,0.9019729495048523,0.375631183385849,0.8814314603805542,0.34318917989730835,1.0467925071716309
37,10,lift_blue_block_slider,1,-1.4312114715576172,0.3086194097995758,0.5825271606445312,0.9700366854667664,1.2786816358566284,1.04951810836792,1.5725016593933105
38,10,place_in_slider,1,-0.2632136344909668,0.876584529876709,0.927288830280304,0.43038100004196167,1.0675245523452759,0.5393927097320557,1.6756081581115723
39,10,lift_red_block_table,1,0.08187389373779297,0.28188103437423706,0.2213093489408493,1.5475267171859741,1.6144193410873413,1.986142635345459,2.0636367797851562
40,10,push_pink_block_right,1,-0.46111345291137695,0.23462489247322083,0.18643425405025482,1.734801173210144,1.8972654342651367,1.8074135780334473,2.4342923164367676
41,10,lift_red_block_table,1,-0.0454869270324707,0.7939990758895874,0.8590059876441956,1.3327441215515137,1.9425675868988037,1.2525172233581543,1.8793498277664185
42,10,place_in_slider,1,-0.21217942237854004,0.938571572303772,0.9504304528236389,0.25635117292404175,0.9063007235527039,0.3245466947555542,1.5073578357696533
43,10,turn_off_lightbulb,1,-0.477337121963501,0.30867061018943787,0.40345948934555054,0.5761664509773254,0.5403389930725098,0.5312376022338867,0.6967015266418457
44,10,push_pink_block_right,1,-0.6729168891906738,-0.15543146431446075,-0.1652674376964569,0.7603251934051514,0.7838818430900574,1.123297929763794,1.1257193088531494
45,10,turn_off_lightbulb,1,-1.0970220565795898,0.5258039236068726,0.7171380519866943,1.2846975326538086,1.6184861660003662,1.432543158531189,2.1536290645599365
46,10,turn_on_lightbulb,1,-0.11550188064575195,0.3794390559196472,0.3159446716308594,1.937628984451294,2.3594236373901367,2.7157979011535645,3.3547635078430176
47,10,lift_red_block_table,1,-0.15655183792114258,0.5730991959571838,0.6921893358230591,1.3588507175445557,1.8678264617919922,1.7790582180023193,2.658538341522217
48,10,turn_off_lightbulb,1,-0.07540273666381836,0.21251913905143738,0.7037567496299744,3.7411534786224365,3.299118995666504,2.884768486022949,3.925670623779297
49,10,turn_on_lightbulb,1,0.11353302001953125,0.782684862613678,0.6752477884292603,0.7035293579101562,1.5615195035934448,0.8980792760848999,1.641214370727539
