sample,session,goal,horizon,target_distance,margin,region_rank,semantic_rank,semantic_top1,semantic_cosine_margin
139,26,turn_off_lightbulb,0,6.536705017089844,-0.9989986419677734,5,4,0,-0.18431304395198822
139,26,turn_off_lightbulb,1,4.440582275390625,-0.015233039855957031,2,2,0,-0.08738406002521515
139,26,turn_off_lightbulb,2,3.7416625022888184,-0.06603765487670898,2,2,0,-0.11183786392211914
139,26,turn_off_lightbulb,4,3.334242343902588,-0.03684854507446289,2,3,0,-0.08674122393131256
140,26,lift_blue_block_slider,0,7.5436859130859375,-0.25359487533569336,3,2,0,-0.1099759042263031
140,26,lift_blue_block_slider,1,5.3272857666015625,-0.42033910751342773,2,2,0,-0.24296331405639648
140,26,lift_blue_block_slider,2,4.043322563171387,-0.12248706817626953,2,2,0,-0.06874951720237732
140,26,lift_blue_block_slider,4,3.8014140129089355,0.531278133392334,1,2,0,-0.06377485394477844
141,26,turn_on_lightbulb,0,6.643922328948975,0.03022909164428711,1,2,0,-0.06316660344600677
141,26,turn_on_lightbulb,1,3.6238315105438232,0.08242583274841309,1,1,1,0.16837897896766663
141,26,turn_on_lightbulb,2,3.2724056243896484,0.19100570678710938,1,1,1,0.20207911729812622
141,26,turn_on_lightbulb,4,4.255311012268066,-0.7307226657867432,6,2,0,-0.03696607053279877
142,26,lift_blue_block_slider,0,7.110013484954834,0.025682926177978516,1,2,0,-0.19170498847961426
142,26,lift_blue_block_slider,1,5.004790306091309,0.31668853759765625,1,2,0,-0.1367638111114502
142,26,lift_blue_block_slider,2,4.11697244644165,0.6371588706970215,1,3,0,-0.06706571578979492
142,26,lift_blue_block_slider,4,4.091350078582764,0.489285945892334,1,4,0,-0.16006781160831451
143,26,push_pink_block_right,0,5.613234043121338,-1.518505573272705,6,4,0,-0.11315023899078369
143,26,push_pink_block_right,1,4.030178546905518,-0.4645700454711914,3,1,1,0.038893431425094604
143,26,push_pink_block_right,2,3.0330047607421875,0.5403220653533936,1,1,1,0.03030860424041748
143,26,push_pink_block_right,4,3.117276906967163,0.11475276947021484,1,1,1,0.18921154737472534
144,26,place_in_slider,0,5.316792011260986,-1.441305160522461,6,6,0,-0.6284373998641968
144,26,place_in_slider,1,2.704587459564209,0.22221112251281738,1,1,1,0.038437336683273315
144,26,place_in_slider,2,3.5714735984802246,0.7252655029296875,1,1,1,0.1853387951850891
144,26,place_in_slider,4,5.764806270599365,-2.432065486907959,6,6,0,-0.5553203821182251
145,26,turn_off_lightbulb,0,5.6085615158081055,-0.8165702819824219,3,3,0,-0.2347385138273239
145,26,turn_off_lightbulb,1,4.344976425170898,0.08609962463378906,1,2,0,-0.0406833291053772
145,26,turn_off_lightbulb,2,2.84800124168396,0.6137111186981201,1,2,0,-0.05414462089538574
145,26,turn_off_lightbulb,4,2.0970664024353027,0.8496723175048828,1,1,1,0.11615356802940369
146,26,lift_blue_block_slider,0,5.5742034912109375,-0.8465518951416016,2,2,0,-0.07445693016052246
146,26,lift_blue_block_slider,1,4.180203914642334,-0.41353440284729004,2,2,0,-0.17913123965263367
146,26,lift_blue_block_slider,2,2.94099497795105,0.444077730178833,1,1,1,0.09521836042404175
146,26,lift_blue_block_slider,4,3.284771680831909,0.6493465900421143,1,1,1,0.02889499068260193
147,26,turn_on_lightbulb,0,4.7382965087890625,-1.1850955486297607,3,5,0,-0.5086483955383301
147,26,turn_on_lightbulb,1,4.73451042175293,-0.718742847442627,5,6,0,-0.1587904840707779
147,26,turn_on_lightbulb,2,4.541161060333252,-1.0650300979614258,4,4,0,-0.14795039594173431
147,26,turn_on_lightbulb,4,3.2920517921447754,0.10227274894714355,1,4,0,-0.06504493951797485
148,26,place_in_slider,0,3.769855499267578,-0.87056565284729,5,6,0,-0.6023785471916199
148,26,place_in_slider,1,2.430293083190918,0.2036445140838623,1,1,1,0.2969975769519806
148,26,place_in_slider,2,3.7575793266296387,0.13882875442504883,1,1,1,0.29688236117362976
148,26,place_in_slider,4,5.40592098236084,-2.262808322906494,6,6,0,-0.573426365852356
149,26,turn_off_lightbulb,0,6.7572479248046875,-1.0575652122497559,5,5,0,-0.16875740885734558
149,26,turn_off_lightbulb,1,5.564443111419678,-0.23448848724365234,2,2,0,-0.02860543131828308
149,26,turn_off_lightbulb,2,3.9570231437683105,0.07319211959838867,1,3,0,-0.04435567557811737
149,26,turn_off_lightbulb,4,3.8796849250793457,-0.0235135555267334,3,4,0,-0.04443362355232239
150,30,place_in_slider,0,7.9878740310668945,-4.948190689086914,6,6,0,-0.7108923196792603
150,30,place_in_slider,1,3.6196694374084473,-0.24070334434509277,5,1,1,0.025728508830070496
150,30,place_in_slider,2,3.145113229751587,-0.08555936813354492,2,1,1,0.18465930223464966
150,30,place_in_slider,4,4.054238796234131,0.29547834396362305,1,5,0,-0.15546149015426636
151,30,push_pink_block_right,0,5.497952461242676,-2.139317512512207,5,5,0,-0.17757517099380493
151,30,push_pink_block_right,1,4.559689521789551,-0.6498486995697021,5,5,0,-0.15829148888587952
151,30,push_pink_block_right,2,3.3760483264923096,0.19156765937805176,1,1,1,0.06141383945941925
151,30,push_pink_block_right,4,3.42201566696167,0.0049741268157958984,1,2,0,-0.005409836769104004
152,30,place_in_slider,0,7.452159881591797,-4.3260064125061035,6,6,0,-0.6849861145019531
152,30,place_in_slider,1,3.6610267162323,-0.04648423194885254,2,1,1,0.21912652254104614
152,30,place_in_slider,2,3.007216691970825,0.0668184757232666,1,1,1,0.46198147535324097
152,30,place_in_slider,4,5.393952369689941,-0.7999162673950195,5,6,0,-0.4315258860588074
153,30,lift_blue_block_slider,0,5.429236888885498,-0.9407587051391602,5,5,0,-0.10219970345497131
153,30,lift_blue_block_slider,1,3.882188081741333,-0.43523335456848145,4,4,0,-0.12643849849700928
153,30,lift_blue_block_slider,2,2.801466941833496,0.3694465160369873,1,1,1,0.06694218516349792
153,30,lift_blue_block_slider,4,3.0245039463043213,0.3149278163909912,1,1,1,0.04542058706283569
154,30,lift_red_block_table,0,4.056159019470215,0.5672974586486816,1,2,0,-0.003097742795944214
154,30,lift_red_block_table,1,3.4871718883514404,0.4871857166290283,1,1,1,0.004592597484588623
154,30,lift_red_block_table,2,3.7702763080596924,0.07671093940734863,1,2,0,-0.05784843862056732
154,30,lift_red_block_table,4,3.9384467601776123,-0.5102019309997559,5,4,0,-0.1652826964855194
155,30,place_in_slider,0,7.928703308105469,-4.555762767791748,6,6,0,-0.5045625567436218
155,30,place_in_slider,1,3.7924442291259766,-0.3497631549835205,3,1,1,0.3009129762649536
155,30,place_in_slider,2,3.4001705646514893,0.2976717948913574,1,1,1,0.38782569766044617
155,30,place_in_slider,4,5.286795616149902,-1.1300544738769531,5,6,0,-0.38041675090789795
156,30,push_pink_block_right,0,7.640832424163818,0.19306564331054688,1,3,0,-0.08378347754478455
156,30,push_pink_block_right,1,5.501692295074463,0.46959733963012695,1,1,1,0.08489558100700378
156,30,push_pink_block_right,2,5.155721664428711,0.10142993927001953,1,2,0,-0.08410525321960449
156,30,push_pink_block_right,4,5.512185096740723,-0.4113001823425293,4,1,1,0.0800129771232605
157,30,turn_on_lightbulb,0,6.361536979675293,-3.384726047515869,6,5,0,-0.21412676572799683
157,30,turn_on_lightbulb,1,5.0588788986206055,-1.28434419631958,6,2,0,-0.06689481437206268
157,30,turn_on_lightbulb,2,3.203113555908203,0.1494293212890625,1,1,1,0.0107479989528656
157,30,turn_on_lightbulb,4,3.0058326721191406,0.2607765197753906,1,2,0,-0.005379080772399902
158,30,turn_off_lightbulb,0,4.740862846374512,-0.932093620300293,3,2,0,-0.12574338912963867
158,30,turn_off_lightbulb,1,3.5875754356384277,-0.18411707878112793,3,3,0,-0.10236716270446777
158,30,turn_off_lightbulb,2,2.6002306938171387,1.0647506713867188,1,2,0,-0.10049349069595337
158,30,turn_off_lightbulb,4,2.3396830558776855,1.3032238483428955,1,1,1,0.021455690264701843
159,30,lift_blue_block_slider,0,6.308143615722656,-0.7386198043823242,5,5,0,-0.09300212562084198
159,30,lift_blue_block_slider,1,4.2012834548950195,0.30432939529418945,1,2,0,-0.06160396337509155
159,30,lift_blue_block_slider,2,2.74843430519104,1.0539631843566895,1,1,1,0.2968643307685852
159,30,lift_blue_block_slider,4,3.056088447570801,1.2450594902038574,1,2,0,-0.04531097412109375
160,30,turn_off_lightbulb,0,5.10245943069458,-0.21459722518920898,4,2,0,-0.1691521555185318
160,30,turn_off_lightbulb,1,4.094862461090088,-0.05872678756713867,2,2,0,-0.057534053921699524
160,30,turn_off_lightbulb,2,3.621267795562744,-0.013292074203491211,2,2,0,-0.043861210346221924
160,30,turn_off_lightbulb,4,3.4123921394348145,0.7792997360229492,1,3,0,-0.022185951471328735
161,30,lift_blue_block_slider,0,7.656584739685059,-0.40053701400756836,3,3,0,-0.09562167525291443
161,30,lift_blue_block_slider,1,5.467940330505371,-0.32151222229003906,4,3,0,-0.08710949122905731
161,30,lift_blue_block_slider,2,4.159218788146973,0.17026233673095703,1,1,1,0.04127660393714905
161,30,lift_blue_block_slider,4,3.632014513015747,0.5966322422027588,1,1,1,0.10092267394065857
162,30,turn_on_lightbulb,0,2.874603748321533,-0.5295138359069824,2,2,0,-0.21969647705554962
162,30,turn_on_lightbulb,1,4.448633670806885,-0.6394157409667969,3,3,0,-0.05237115919589996
162,30,turn_on_lightbulb,2,3.032888889312744,0.18120217323303223,1,2,0,-0.03613291680812836
162,30,turn_on_lightbulb,4,2.293750047683716,0.3876457214355469,1,2,0,-0.03911593556404114
163,30,turn_off_lightbulb,0,2.903024196624756,-0.6406760215759277,2,2,0,-0.2627372145652771
163,30,turn_off_lightbulb,1,4.149214744567871,-0.4695699214935303,2,3,0,-0.02195890247821808
163,30,turn_off_lightbulb,2,2.7549362182617188,0.2767207622528076,1,2,0,-0.013948768377304077
163,30,turn_off_lightbulb,4,2.846384048461914,-0.2029271125793457,3,1,1,0.1852119266986847
